SITE_ID,UID,VISIT_NO,REF_NWCA,NWCA_ECO4,NWCA_WET_GRP,TOTN_SPP,TOTN_FAM,H_ALL,J_ALL,D_ALL,TOTN_NATSPP,TOTN_INTRSPP,H_NAT,J_NAT,D_NAT,N_GRAMINOID,N_FORB,N_HERB,N_SHRUB,N_TREE,N_ANNUAL,N_PERENNIAL,FREQ_SUBMERGED_AQ,FREQ_FLOATING_AQ,FREQ_VTALL_VEG,FREQ_TALL_VEG,FREQ_HMED_VEG,FREQ_MED_VEG,FREQ_SMALL_VEG,FREQ_VSMALL_VEG,FREQ_H2O,FREQ_LITTER,FREQ_EXPOSED_SOIL,FREQ_EXPOSED_GRAVEL,XABCOV_AC,ELEVMAX_200M,ELEVMEAN_200M,ELEVMIN_200M,PCVPY_PT,PIP_PT,PMAX_PT,PMEAN_PT,PMIN_PT,TIP_PT,TMAX_PT,TMAXSD_PT,TMEAN_PT,TMEANPW_PT,TMEANPY_PT,TMEANSD_PT,TMIN_PT,TMINSD_PT,pH_All_Layers,pH_Upper_Layer
NWCA11-3726,5842,1,I,IPL,PRLH,39,16,2.2585,0.6165,0.8447,25,10,2.0224,0.6283,0.8161,12,19,31,0,0,11,16,0,0,0,0,0,0,100,100,40,20,100,20,8.64,121.65,102.615,91.27,0.424738,78.586,11.068,112.003,6.51,21.484,16.7,0.793,11.202,-1.973,11.362,0.697,5.71,0.697,6.2,5.8
NWCA11-3730,5841,1,I,IPL,PRLH,13,7,1.3586,0.5297,0.7204,10,1,1.3414,0.5826,0.7188,4,6,10,0,0,9,3,0,0,0,0,0,0,0,100,0,0,80,0,0.26,51.55,50.755,50.19,0.80862,40.314,14.51,129.732,6.273,25.601,22.64,0.622,16.978,5.87,17.875,0.502,11.32,0.511,5.875,5.2
NWCA11-3737,3849,1,M,IPL,PRLW,42,31,2.7269,0.7296,0.9173,34,5,2.6759,0.7588,0.9152,3,16,19,1,10,2,33,0,0,100,80,80,100,100,100,0,80,100,0,3.68,225.73,225.213,225.16,0.680921,41.444,14.671,113.47,3.963,23.775,19.32,0.826,13.09,-1.125,13.364,0.655,6.86,0.706,5.666666667,5.666666667
NWCA11-3803,5843,1,M,W,PRLW,33,18,2.2566,0.6454,0.8234,27,4,2.1127,0.641,0.8061,3,13,16,4,1,0,28,0,0,0,0,60,100,100,100,40,100,100,0,3.94,79.35,77.908,77.79,0.708743,52.247,12.241,121.226,6.788,24.849,21.3,0.678,15.628,2.551,15.745,0.557,9.95,0.535,4.8,4.8
NWCA11-3814,5844,1,M,W,PRLW,71,32,2.7992,0.6567,0.9004,52,17,2.3918,0.6053,0.8457,15,38,53,5,2,1,60,0,0,0,0,100,80,100,100,80,100,80,40,37.64,2636.8,2616.85,2609.19,1.03957,31.733,12.552,66.657,2.042,14.375,14.86,0.877,6.474,-0.167,7.412,0.553,-1.91,0.725,6.425,6.233333333
NWCA11-3816,3672,1,M,W,PRLH,71,24,2.3312,0.5469,0.8314,47,17,2.8529,0.741,0.9091,19,40,59,1,1,7,45,20,0,0,0,0,40,100,100,20,100,100,80,78.98,373.06,370.871,369.47,0.640538,49.423,10.804,80.417,2.062,15.776,10.47,1.087,4.502,-11.318,4.884,1.037,-1.46,1.261,5.1,5.233333333
NWCA11-3818,5845,1,M,IPL,PRLH,46,21,2.3906,0.6244,0.866,32,8,1.9804,0.5714,0.7869,11,25,36,1,0,4,34,100,100,0,0,0,0,100,100,100,100,50,0,34.4,251.43,246.823,245.87,0.724922,50.149,13.097,92.397,2.214,22.4,18.11,0.923,12.073,-3.57,11.678,0.769,6.04,0.746,6.7875,6.5
NWCA11-3821,5846,1,M,W,PRLH,7,3,0.8773,0.4508,0.4443,7,0,0.8773,0.4508,0.4443,6,1,7,0,0,0,7,0,0,0,0,0,0,0,100,100,100,60,0,0,1580.01,1547.84,1532.52,0.628167,21.494,6.112,36.679,1.312,13.45,12.88,0.973,5.778,-5.76,3.99,0.85,-1.33,0.805,6.025,5.9
NWCA11-3986,5158,1,M,CPL,PRLW,46,30,2.1541,0.5626,0.838,43,1,2.1506,0.5718,0.8379,4,8,12,6,10,1,43,0,0,0,20,100,100,100,100,40,100,40,0,0.04,0.29,0.163,0,0.918734,60.111,18.345,143.232,8.17,25.008,23.02,0.801,16.998,4.897,16.568,0.673,10.97,0.714,5.9,5.9
NWCA11-3988,5155,1,I,CPL,EH,3,3,0.0082,0.0075,0.0019,3,0,0.0082,0.0075,0.0019,1,2,3,0,0,0,3,0,0,0,0,0,0,0,100,80,20,60,0,0,204.31,190.94,184.67,0.750437,34.641,12.743,103.838,4.475,22.186,17.86,0.828,12.043,-3.428,11.815,0.69,6.23,0.73,7.266666667,7.266666667
NWCA11-3989,5156,1,M,CPL,EH,12,6,1.0601,0.4266,0.5804,10,2,0.8236,0.3577,0.4999,3,5,8,0,0,3,8,0,0,0,0,0,0,100,80,0,0,60,0,8.3,253.49,252.942,252.86,0.707274,42.826,9.629,80.081,3.093,17.467,12.51,0.902,7.364,-7.431,7.348,0.879,2.22,0.902,5.933333333,5.933333333
NWCA11-3990,5157,1,I,CPL,PRLW,31,18,1.9484,0.5674,0.7731,31,0,1.9484,0.5674,0.7731,6,3,9,10,3,0,29,0,0,0,0,0,100,100,100,0,100,0,0,0,2.75,2.551,2.21,0.726764,69.619,15.334,127.025,8.047,24.571,22.48,0.56,16.622,3.935,16.15,0.532,10.76,0.589,4.5,4.5
NWCA11-4025,3506,1,I,W,PRLH,7,6,0.1455,0.0748,0.0552,4,2,0.0203,0.0146,0.005,1,5,6,0,0,1,3,0,0,0,0,0,0,0,100,0,100,100,80,0.04,1496.43,1478.26,1462.37,0.61756,26.18,7.065,42.184,1.528,13.428,12.57,0.897,5.255,-6.235,3.939,0.815,-2.06,0.918,7.108333333,7.416666667
NWCA11-4029,3508,1,M,W,PRLH,12,10,1.5455,0.622,0.678,8,2,1.307,0.6285,0.6116,3,7,10,0,0,4,4,0,0,0,0,0,0,0,100,20,100,100,40,2.34,3.84,1.61,0.77,1.19491,6.037,9.448,47.263,7.00E-03,21.337,23.48,0.727,16.306,8.858,15.85,0.549,9.13,0.607,6.933333333,6.5
NWCA11-4031,3511,1,I,W,PRLW,40,14,2.6099,0.7075,0.9016,34,6,2.3933,0.6787,0.8718,14,13,27,2,0,5,26,0,0,0,0,0,20,100,100,0,100,100,0,19.48,29.57,28.919,28.59,0.733105,59.615,15.965,128.514,7.917,24.664,22.79,0.613,16.371,3.93,16.052,0.567,9.95,0.661,4.25,4.25
NWCA11-4116,5058,1,I,EMU,PRLW,25,19,2.3487,0.7297,0.8598,24,1,2.3415,0.7368,0.8595,0,3,3,0,7,0,24,0,0,0,100,100,100,100,100,0,100,100,0,0.2,63.45,62.786,61.36,0.464303,49.207,12.125,114.79,7.892,16.772,12.01,0.65,5.975,-5.741,7.139,0.749,-6.00E-02,0.979,4.642857143,4.433333333
NWCA11-4138,3804,1,M,W,PRLW,18,14,1.6827,0.5822,0.7314,16,1,1.6471,0.5941,0.7269,3,7,10,0,1,0,16,40,0,0,0,80,100,100,100,100,80,80,0,0.02,732.1,731.143,730.39,0.771745,6.919,3.752,26.736,0.56,19.025,17.8,0.989,10.676,-0.055,10.163,0.919,3.55,0.923,5.925,5.733333333
NWCA11-4141,3803,1,I,W,PRLH,25,19,2.2168,0.6887,0.8348,23,2,2.183,0.6962,0.8321,4,11,15,1,3,0,23,0,0,0,40,40,60,100,100,80,40,40,0,0.8,307.66,307.548,307.53,0.690159,41.038,10.116,81.531,3.026,17.892,13,0.768,7.779,-7.323,7.541,0.753,2.55,0.815,6.675,6.766666667
NWCA11-4145,3802,1,M,W,PRLW,47,28,2.7265,0.7082,0.8755,40,5,2.5094,0.6803,0.8485,11,21,32,2,2,1,39,0,0,60,60,100,100,100,100,80,100,80,60,18.2,2819.01,2774.37,2752.57,0.612529,30.082,7.722,64.837,2.594,11.952,11.3,0.967,5.301,-3.503,4.69,1.244,-0.7,1.983,6.766666667,6.74
NWCA11-4147,3801,1,M,W,PRLH,5,5,0.5739,0.3566,0.2578,4,0,1.1517,0.8308,0.6513,3,2,5,0,0,0,5,0,20,0,0,0,0,100,0,40,100,20,0,91.4,466.91,464.061,463.31,0.741761,36.528,9.362,78.101,2.617,14.636,10.15,0.894,4.055,-10.062,4.263,0.865,-2.04,0.915,5.1,5.1
NWCA11-4151,3797,2,M,W,PRLH,19,12,1.8004,0.6115,0.7576,15,3,1.534,0.5665,0.6757,4,6,10,2,1,1,18,0,0,0,60,100,100,100,100,0,100,80,0,34,1.42,0.466,0.28,0.722555,67.235,16.085,130.522,7.994,24.851,22.08,0.576,17.07,4.451,16.301,0.565,12.06,0.646,4.833333333,4.833333333
NWCA11-4151,3798,1,M,W,PRLW,20,14,1.6361,0.5461,0.7172,16,2,1.324,0.4775,0.6026,5,7,12,1,2,1,18,0,0,0,0,100,60,100,100,0,80,100,0,38.8,27.27,27.235,27.17,0.538174,35.252,14.684,140.924,8.168,26.442,23.98,0.756,17.931,7.177,18.784,0.622,11.88,0.598,5.066666667,5.066666667
NWCA11-4294,5847,1,M,IPL,PRLH,40,20,1.9366,0.525,0.7925,22,13,1.7835,0.577,0.7744,11,24,35,1,1,10,24,0,100,0,20,0,0,100,100,100,100,80,0,57.3,4.03,1.665,0.74,0.391526,80.428,11.301,112.414,6.796,23.08,18.16,0.695,12.969,-0.063,13.117,0.577,7.78,0.509,5.82,6
NWCA11-4298,5848,1,M,IPL,PRLH,8,6,1.1772,0.5661,0.5555,7,0,1.4527,0.7465,0.7272,3,5,8,0,0,0,8,0,100,0,0,0,0,100,0,100,100,0,0,40,1.55,0.767,-0.01,0.37476,79.042,10.91,109.859,6.692,23.081,18.25,0.671,12.996,9.30E-02,13.213,0.554,7.75,0.485,5.6,5.6
NWCA11-4411,5849,1,I,W,PRLH,5,5,0.9081,0.5642,0.5114,4,0,0.7473,0.5391,0.4616,1,3,4,0,0,0,4,100,0,0,0,0,0,0,100,100,0,80,0,0,6,5.83,5.7,0.621223,46.21,16.442,133.236,7.739,25.783,23.82,0.546,18.092,6.93,18.073,0.559,12.36,0.663,4.15,4.15
NWCA11-4414,5850,1,I,W,PRLH,20,11,2.1161,0.7064,0.8417,17,3,1.8012,0.6357,0.7721,6,12,18,0,0,3,13,0,0,0,0,0,0,0,100,40,0,100,40,13.66,4.24,1.952,0.7,0.61586,28.495,32.089,194.598,3.047,14.598,15.47,0.584,10.662,4.793,9.629,0.485,5.85,0.527,5.466666667,5.466666667
NWCA11-4419,5851,1,I,W,PRLH,39,16,2.136,0.583,0.8332,33,1,2.1235,0.6073,0.8326,16,13,29,3,0,0,32,0,0,0,0,0,0,60,100,100,20,60,0,0.06,235.45,234.217,232.93,0.660246,44.77,10.343,78.18,1.943,15.459,10.74,1.266,4.811,-10.652,4.743,1.124,-1.12,1.256,5.95,5.4
NWCA11-4423,5852,1,M,W,PRLW,30,14,2.1743,0.6393,0.8195,26,3,2.0698,0.6353,0.8058,8,12,20,0,2,0,25,0,0,0,0,100,60,20,100,0,100,40,0,3.02,3360.25,3329.85,3301.75,0.431661,22.238,7.328,59.875,2.791,10.11,7.45,1.003,0.768,-6.43,2.428,1.084,-5.91,1.285,5.05,5.133333333
NWCA11-4486,5921,1,M,EMU,PRLH,86,33,3.4674,0.7784,0.9494,68,13,3.3037,0.783,0.9425,29,32,61,5,8,2,77,0,0,0,0,40,100,100,100,0,40,0,0,24.5,82.38,74.111,70.13,0.389992,45.133,15.533,135.391,7.525,16.488,12.36,0.763,7.435,-4.927,7.931,0.782,2.51,0.966,4.666666667,4.666666667
NWCA11-4495,5341,1,I,EMU,PRLW,53,29,1.28,0.3224,0.3974,50,1,1.2374,0.3163,0.3883,8,26,34,4,7,1,51,0,0,0,60,100,100,100,100,100,80,60,0,0.42,18.28,17.662,16.75,0.579675,53.469,14.782,121.179,7.56,25.431,23.5,0.655,17.207,5.302,17.091,0.528,10.91,0.564,4.3,4.3
NWCA11-4499,4034,1,M,W,EH,9,6,1.5892,0.7233,0.7651,7,1,1.3634,0.7006,0.703,6,3,9,0,0,0,9,0,0,0,0,0,0,100,100,60,100,80,0,53.2,1.33,0.283,0,0.677553,68.264,15.269,127.927,8.203,24.054,22.28,0.588,16.399,3.517,15.684,0.57,10.52,0.701,4.15,4.15
NWCA11-4499,4076,2,M,W,EH,11,8,1.5022,0.6265,0.7404,9,1,1.255,0.5712,0.6501,6,5,11,0,0,0,11,0,0,0,0,0,0,100,100,80,100,80,0,43.2,229.03,228.689,227.88,0.637453,36.321,14.091,100.993,3.436,25.408,20.82,0.748,14.545,0.988,14.77,0.614,8.27,0.628,7.583333333,7.583333333
NWCA11-4503,4078,1,M,W,EH,13,9,1.8463,0.7198,0.8152,8,4,1.5274,0.7345,0.7456,8,5,13,0,0,0,12,0,0,0,0,0,0,100,100,20,100,60,0,34.46,9.62,8.008,6.66,0.617383,60.078,17.611,125.761,5.849,27.212,27.24,0.535,22.378,14.878,22.554,0.473,17.52,0.592,4.133333333,4.133333333
NWCA11-4505,3898,1,L,W,PRLH,34,21,1.3686,0.3881,0.6183,28,3,1.538,0.4616,0.691,8,16,24,1,1,1,30,0,40,0,20,20,20,100,80,60,100,40,0,50.64,0.89,0.612,3.00E-02,0.511482,58.508,18.968,156.421,10.394,26.909,25.39,0.513,19.89,10.292,20.316,0.422,14.39,0.457,5.9,5.9
NWCA11-4522,4050,1,M,W,EH,33,22,2.0343,0.5818,0.8098,25,6,1.7378,0.5399,0.7139,9,20,29,0,0,2,29,20,20,0,0,0,100,100,100,80,100,60,0,47.92,0.66,9.20E-02,0,0.677705,68.293,15.273,127.929,8.204,24.098,22.29,0.587,16.402,3.508,15.681,0.568,10.51,0.698,4.4,4.4
NWCA11-4526,4077,1,I,W,PRLW,56,28,2.8203,0.7006,0.9195,38,14,2.4626,0.677,0.8838,14,21,35,4,5,4,48,0,0,0,80,80,80,100,100,0,100,40,0,41.48,2093.86,2064.6,2046.9,0.403997,22.415,7.726,67.611,2.684,13.488,11.07,0.953,4.874,-5.074,4.531,0.903,-1.33,1.127,7.2,7.2
NWCA11-4577,5853,1,I,EMU,PRLW,72,31,2.4552,0.5741,0.8188,62,5,2.3546,0.5705,0.8068,27,30,57,0,2,4,59,0,0,0,0,20,100,100,100,80,100,100,40,4.08,30.49,28.451,26.4,0.537099,32.709,15.147,143.773,8.229,26.417,23.88,0.783,17.908,7.395,18.787,0.658,11.93,0.643,6.1,6.1
NWCA11-4579,3984,1,M,EMU,PRLH,49,29,2.4111,0.6195,0.878,39,7,2.2692,0.6194,0.8606,10,24,34,0,4,8,34,0,0,0,100,60,40,100,100,0,100,60,0,12.92,2.79,2.436,1.81,0.342059,77.52,10.425,109.494,6.861,22.986,18.25,0.722,13.014,0.303,13.328,0.592,7.78,0.512,4.133333333,4.15
NWCA11-4581,5854,1,I,EMU,PRLH,59,23,1.958,0.4802,0.7287,49,6,1.91,0.4908,0.7237,23,28,51,0,1,2,45,40,0,0,0,0,0,100,100,80,100,80,80,0.92,1.7,1.55,1.4,0.59805,75.431,19.209,168.616,10.886,26.933,25.4,0.492,19.704,9.435,19.702,0.416,14.01,0.488,5,5
NWCA11-4583,3512,1,L,W,PRLH,44,23,2.5882,0.684,0.8823,38,4,2.4098,0.6625,0.8601,9,27,36,2,0,1,38,0,0,0,0,0,0,100,100,0,100,80,0,11.8,2015.54,2011.01,2005.93,0.515072,19.715,6.558,44.736,2.348,11.843,10.5,0.79,3.731,-7.015,2.823,0.626,-3.04,0.739,5.55,5.55
NWCA11-4692,4461,1,I,W,PRLH,37,19,2.2475,0.6224,0.7753,29,0,2.0086,0.5965,0.743,10,19,29,0,0,2,22,0,0,0,0,0,0,0,100,100,100,100,0,0,108.91,95.31,91.36,0.164696,65.565,11.699,121.849,8.293,19.371,15.33,0.622,9.814,-3.122,9.9,0.585,4.3,0.606,4.9,4.575
NWCA11-4699,4460,1,I,W,PRLH,49,25,2.9962,0.7699,0.9018,42,1,2.8472,0.7618,0.891,10,27,37,0,1,1,37,20,0,0,0,0,0,0,100,60,60,100,0,0.4,0,0,0,0.568346,68.752,18.874,166.025,9.417,26.814,24.79,0.495,19.337,9.145,19.703,0.394,13.88,0.465,4.05,3.7
NWCA11-4703,4442,1,I,W,PRLH,37,18,1.8553,0.5138,0.7142,27,1,1.6872,0.5119,0.6933,10,20,30,0,0,0,27,60,0,0,0,0,0,0,0,100,60,100,0,0.6,4.55,3.025,0.85,0.355919,76.253,10.583,108.682,6.887,23.076,18.39,0.741,13.02,0.418,13.496,0.616,7.65,0.544,4.325,4.333333333
NWCA11-4706,5855,1,I,W,EH,5,5,0.3157,0.1962,0.1313,4,1,0.1949,0.1406,0.0821,1,2,3,0,0,0,5,0,0,0,0,0,0,100,100,80,100,60,0,2.82,881.7,862.496,850.53,0.607786,19.006,6.127,47.238,2.406,14.417,13.09,0.859,6.783,-4.028,5.585,0.797,0.48,0.831,8.8,8.8
NWCA11-4708,5856,1,I,W,PRLH,39,16,1.7773,0.4851,0.7005,15,20,1.2682,0.4683,0.5879,14,19,33,0,0,11,18,0,0,0,0,20,0,0,100,20,100,100,0,7,7.77,3.685,-0.12,0.331753,45.506,13.343,122.47,8.261,17.708,13.5,0.605,8.402,-4.103,8.826,0.546,3.3,0.601,4.675,4.5
NWCA11-4709,5857,1,I,W,PRLW,31,20,1.8881,0.5498,0.7348,23,8,1.6192,0.5164,0.6528,8,14,22,1,0,1,26,0,0,0,0,80,100,100,100,20,100,80,0,19.28,43.05,40.973,40.3,0.709502,70.049,19.585,128.889,5.165,27.581,28.65,0.502,22.689,14.605,22.593,0.485,16.73,0.64,5.4,5.4
NWCA11-4713,5858,1,M,W,EH,2,2,0.6891,0.9942,0.496,2,0,0.6891,0.9942,0.496,0,2,2,0,0,0,2,100,0,0,0,0,0,0,100,100,60,0,0,0,1.84,0.683,0.31,0.622576,51.934,18.331,126.075,5.601,26.91,24.72,0.508,19.262,8.957,19.617,0.501,13.8,0.667,4.4,4.4
NWCA11-4716,5859,1,M,W,EH,19,12,1.6623,0.5646,0.742,15,3,1.4347,0.5298,0.6765,5,12,17,0,0,1,12,0,0,0,0,0,60,100,100,0,100,0,0,11.64,87.91,87.015,86.67,0.748774,48.993,13.681,127.791,6.577,23.873,20.59,0.662,14.792,1.763,15.256,0.584,8.99,0.661,6.5,6.5
NWCA11-4717,5860,1,M,W,PRLH,16,8,1.3586,0.49,0.6127,6,7,1.0918,0.6093,0.5479,4,10,14,0,0,5,8,0,0,0,0,0,0,100,100,0,100,100,0,6.26,128.22,126.747,125.67,0.819618,37.863,14.408,119.959,6.296,26.32,22.71,0.682,16.165,3.8,16.612,0.571,9.62,0.667,7.766666667,7.65
NWCA11-4718,5861,1,M,W,PRLH,20,10,0.9307,0.3107,0.4514,11,7,0.4918,0.2051,0.1917,6,12,18,0,1,11,4,0,0,0,0,0,0,100,100,40,100,80,0,53.86,174.42,169.212,163.47,0.476075,54.76,11.428,105.298,7.098,21.469,18.82,0.685,12.351,-0.31,12.544,0.532,5.88,0.653,5.5,5.566666667
NWCA11-4721,5862,1,M,W,EH,12,7,0.9451,0.3803,0.453,9,1,0.7538,0.3431,0.381,0,7,7,0,0,2,9,0,0,0,0,0,0,80,100,80,100,40,0,6.02,2914.86,2886.53,2852.64,0.615283,31.732,8.205,67.53,2.688,11.161,10.79,1.125,4.671,-4.278,3.908,1.272,-1.44,1.856,5.95,5.766666667
NWCA11-4729,5863,1,M,W,PRLH,6,4,0.6174,0.3446,0.3213,4,1,0.5602,0.4041,0.3057,3,3,6,0,0,2,3,0,0,0,0,0,0,100,80,100,100,0,0,0.7,43.78,39.024,37.31,0.414146,52.577,10.912,107.058,6.688,17.365,12.22,0.734,6.467,-6.231,7.35,0.794,0.71,0.957,4.125,3.933333333
NWCA11-5069,4797,1,L,IPL,PRLH,11,11,0.7421,0.3095,0.3989,7,0,0.6152,0.3162,0.3053,2,7,9,0,0,0,8,0,0,0,0,0,0,100,100,0,100,80,0,98.86,56.86,51.667,50.31,0.726724,53.455,13.346,125.388,5.794,25.563,22.12,0.63,16.505,4.632,17.228,0.515,10.89,0.523,5.3,5.15
NWCA11-5071,4796,1,I,IPL,PRLW,37,25,2.0615,0.5709,0.7864,26,4,1.6802,0.5157,0.6652,9,11,20,0,6,5,23,0,80,0,0,40,60,100,100,0,100,100,0,9.14,999.98,961.255,942.99,0.399763,67.088,14.643,132.703,8.362,16.201,13.97,0.854,7.745,-5.407,7.117,0.694,1.52,0.642,4.46,4.166666667
NWCA11-5086,4795,1,I,IPL,PRLW,44,17,1.4041,0.371,0.5368,35,2,2.2674,0.6377,0.8614,16,19,35,1,3,2,38,0,20,0,0,40,60,100,100,20,100,80,0,79.9,1540.3,1535.07,1530.1,0.614232,25.405,6.437,58.749,2.222,15.436,14.87,0.935,7.432,-4.008,6.807,0.895,0,1.049,7.75,7.816666667
NWCA11-5167,5297,1,M,IPL,PRLW,21,13,1.6649,0.5469,0.7467,14,7,1.1428,0.433,0.6041,3,12,15,2,0,6,15,0,0,0,0,80,100,100,100,0,100,100,0,89.94,64.64,43.417,37.71,0.568767,46.839,13.072,114.773,7.762,24.885,22.54,0.594,15.822,3.892,16.119,0.519,9.1,0.625,4.8,4.8
NWCA11-5174,5296,1,M,IPL,PRLH,59,20,1.4432,0.3539,0.5716,46,10,1.4094,0.3681,0.5673,18,34,52,0,1,12,35,0,0,0,0,0,20,100,100,0,0,60,20,0.66,666.36,660.719,659.1,0.711267,37.698,8.68,41.777,0.888,16.284,11.12,1.221,4.512,-13.408,3.139,1.08,-2.1,1.023,,
NWCA11-5528,5298,1,I,IPL,PRLH,8,6,1.0729,0.516,0.4897,5,1,0.8682,0.5394,0.4301,3,3,6,0,0,6,0,0,0,0,0,0,0,60,100,0,0,100,0,0.26,350.78,344.896,343.52,0.651172,56.096,12.021,73.077,1.598,18.285,12.27,1.107,6.754,-11.907,5.699,0.961,1.24,0.931,5.8,5.8
NWCA11-5529,3848,1,I,IPL,PRLW,27,21,2.0016,0.6073,0.8232,26,1,1.9904,0.6109,0.8225,2,8,10,0,6,3,21,0,0,80,100,100,100,100,100,0,100,100,0,0.4,1141.99,1123.64,1118.74,0.350883,73.703,17.534,145.388,8.812,15.777,12.48,1.04,6.932,-5.915,6.533,0.89,1.38,0.81,4.071428571,3.766666667
NWCA11-5539,5766,1,L,IPL,PRLW,57,29,2.739,0.6775,0.9062,53,2,2.64,0.6649,0.8977,10,22,32,2,7,2,50,0,0,0,80,100,100,100,100,0,100,100,0,13.04,3.53,1.528,-8.00E-02,0.646154,52.524,18.291,125.353,5.681,26.954,24.78,0.517,19.273,8.958,19.559,0.494,13.77,0.664,6,6
NWCA11-5610,5302,1,M,W,PRLH,21,16,1.4947,0.4909,0.7042,16,0,1.4532,0.5241,0.6997,7,7,14,2,1,0,16,0,0,0,0,0,20,20,100,100,100,0,0,0,308.37,292.43,289.32,0.729482,61.159,13.484,92.893,2.1,22.605,18.56,0.93,12.544,-3.35,11.837,0.785,6.53,0.752,7.4,7.4
NWCA11-5614,5300,1,M,W,PRLH,34,16,0.7979,0.2263,0.3103,22,6,0.7001,0.2265,0.2867,8,15,23,4,0,0,25,0,0,0,0,0,0,100,100,100,100,100,0,0.62,426.56,419.172,416.72,0.400938,71.543,10.933,107.978,6.276,20.009,14.96,0.74,9.759,-3.608,9.509,0.641,4.56,0.609,4.25,4.2
NWCA11-5615,5299,1,I,W,PRLW,59,28,2.2253,0.5457,0.7756,45,8,1.6996,0.4465,0.6724,11,33,44,3,2,0,49,0,0,0,0,20,100,100,100,60,100,40,0,15.18,369.04,364.43,358.67,0.79353,33.639,9.153,77.709,2.627,15.941,11.1,0.809,4.997,-9.15,5.235,0.827,-1.1,0.902,6.26,5.6
NWCA11-5616,5301,1,I,W,PRLH,54,17,2.8827,0.7227,0.9188,46,5,2.6171,0.6836,0.8876,24,24,48,1,0,9,40,20,0,0,0,0,0,100,100,80,100,100,80,29.92,94.43,93.51,92,0.435083,34.832,12.615,115.579,6.591,26,24.33,0.638,17.669,6.153,17.828,0.566,11.01,0.707,4.6,4.55
NWCA11-5915,5053,1,M,IPL,PRLH,20,10,1.4241,0.4754,0.5178,13,5,2.1329,0.8316,0.8327,5,11,16,1,0,8,7,0,0,0,0,0,0,60,100,0,100,100,0,22.82,1502.07,1496.72,1493.78,0.663083,17.297,8.145,62.852,1.855,12.7,12.2,0.862,4.497,-5.55,4.187,0.661,-3.21,0.755,5.4,5.4
NWCA11-5917,5054,1,I,CPL,PRLW,53,29,3.1811,0.8012,0.9404,52,1,3.167,0.8015,0.9399,12,15,27,1,14,2,47,0,0,100,100,100,100,100,100,0,0,0,0,0.6,3.55,2.968,2,0.701996,45.948,17.544,150.761,7.882,27.777,25.45,0.537,20.196,11.265,21.003,0.435,14.94,0.448,5.566666667,5.566666667
NWCA11-5918,5056,1,I,EMU,PRLW,34,23,2.7279,0.7736,0.9095,32,1,2.7154,0.7835,0.9091,9,7,16,0,4,4,25,0,0,0,40,40,40,20,80,0,0,0,0,0.4,639.95,633.07,620.52,0.720892,40.563,6.69,32.749,0.572,16.787,12.14,1.409,5.14,-13.12,3.562,1.222,-1.86,1.105,7.833333333,7.833333333
NWCA11-6086,5303,1,I,IPL,PRLH,14,8,1.7853,0.6765,0.7752,11,1,1.5744,0.6566,0.7431,8,6,14,0,0,2,12,0,80,0,0,0,0,100,60,100,20,0,0,6.22,225.82,213.583,207.52,0.407846,69.728,10.596,100.481,5.913,15.511,9.34,0.711,3.937,-8.732,4.947,0.8,-1.46,0.936,7,7
NWCA11-6092,5304,1,M,IPL,PRLH,20,12,2.1052,0.7027,0.8538,17,1,1.9075,0.6733,0.8273,7,13,20,0,0,1,18,0,100,0,0,0,60,100,0,100,100,0,0,11.26,610.17,606.927,606.47,0.784225,38.278,8.638,52.617,1.186,16.965,11.67,1.246,5.61,-12.931,4.152,1.053,-0.45,1.01,,
NWCA11-6101,5306,1,I,IPL,PRLH,17,7,1.7756,0.6267,0.7647,12,3,1.6044,0.6457,0.7354,10,7,17,0,0,0,16,0,100,0,0,0,0,60,0,100,100,0,0,1.5,2.62,2.52,2.41,0.407803,61.078,11.261,112.695,7.547,22.12,17.25,0.675,12.322,5.00E-02,12.707,0.642,7.4,0.92,4.84,4.166666667
NWCA11-6301,4075,1,M,W,EH,13,9,1.7248,0.6724,0.7836,9,2,1.3134,0.5978,0.6717,8,4,12,0,0,0,11,0,0,0,0,0,0,100,100,100,100,40,0,56.8,12.94,12.938,12.85,0.504525,55.955,19.557,153.388,8.293,26.537,26.26,0.62,19.623,9.088,19.368,0.538,12.99,0.681,4.566666667,4.566666667
NWCA11-6302,4074,1,I,W,PRLW,35,23,2.2994,0.6467,0.8585,31,2,2.2938,0.668,0.8582,4,17,21,3,1,2,30,0,0,0,100,40,100,100,100,0,100,80,0,0.22,319.02,317.516,315.74,0.424453,69.787,11.021,107.078,5.836,15.408,10,0.622,3.969,-9.612,4.321,0.742,-2.06,0.928,4.15,3.8
NWCA11-6308,5307,1,L,W,PRLH,18,9,1.4701,0.5086,0.7213,11,5,1.3112,0.5468,0.6997,2,15,17,0,0,4,10,20,0,0,0,40,40,40,80,40,80,60,0,1.18,10.51,9.468,9.14,0.561372,42.76,15.046,121.228,6.818,26.012,24.37,0.604,17.736,6.418,17.821,0.53,11.1,0.602,4.3,4.3
NWCA11-6315,4052,1,M,W,PRLH,15,13,1.6557,0.6114,0.7321,9,5,1.392,0.6335,0.7181,1,9,10,0,1,2,12,0,0,0,60,0,40,100,100,80,40,20,0,92.04,174.46,169.349,163.01,0.475472,54.828,11.43,105.343,7.106,21.461,18.82,0.687,12.344,-0.306,12.543,0.531,5.87,0.656,5.95,5.833333333
